"customerkey","geographykey","customeralternatekey","birthdate","maritalstatus","gender","yearlyincome","totalchildren","englisheducation","englishoccupation","numbercarsowned","datefirstpurchase","commutedistance","fullname","customerage","city","stateprovincename","englishcountryregionname","postalcode"
22322,220,"AW00022322","1977-05-14","S","M","30000.00",0,"High School","Manual",1,"2022-05-03","2-5 Miles","Roger Zhao",47,"Bobigny","Seine Saint Denis","France","93000"
22323,211,"AW00022323","1977-06-10","S","F","40000.00",2,"Partial College","Clerical",1,"2022-01-21","1-2 Miles","Erica C Liang",47,"Les Ulis","Essonne","France","91940"
22324,217,"AW00022324","1977-02-05","M","F","40000.00",2,"Partial College","Clerical",1,"2022-03-28","0-1 Miles","Kari A Gill",47,"Paris La Defense","Hauts de Seine","France","92081"
22325,243,"AW00022325","1981-06-16","S","M","40000.00",2,"Partial College","Clerical",2,"2022-07-29","1-2 Miles","Noah J Rodriguez",43,"Leeds","England","United Kingdom","LE18"
22326,635,"AW00022326","1980-08-22","S","F","40000.00",3,"Partial College","Clerical",1,"2022-11-06","0-1 Miles","Riley A Howard",43,"Renton","Washington","United States","98055"
22327,612,"AW00022327","1985-11-16","S","M","40000.00",3,"Partial College","Clerical",2,"2022-02-16","1-2 Miles","Jake T Cai",38,"Burien","Washington","United States","98168"
22328,612,"AW00022328","1979-12-30","S","F","50000.00",0,"Graduate Degree","Skilled Manual",0,"2022-02-08","1-2 Miles","Grace D Anderson",44,"Burien","Washington","United States","98168"
22329,542,"AW00022329","1979-07-02","M","F","50000.00",0,"Graduate Degree","Skilled Manual",0,"2022-02-24","1-2 Miles","Grace Y Peterson",45,"Lake Oswego","Oregon","United States","97034"
22330,311,"AW00022330","1979-10-01","M","M","50000.00",0,"Graduate Degree","Skilled Manual",0,"2022-01-28","1-2 Miles","Jose Walker",44,"Concord","California","United States","94519"
22331,307,"AW00022331","1935-03-20","M","F","20000.00",2,"Partial College","Clerical",2,"2023-01-15","0-1 Miles","Michele L Yuan",89,"Chula Vista","California","United States","91910"
22332,62,"AW00022332","1937-01-09","M","F","30000.00",1,"Bachelors","Skilled Manual",1,"2022-06-16","2-5 Miles","Brittany J Bennett",87,"Royal Oak","British Columbia","Canada","V8X"
22333,546,"AW00022333","1937-02-09","M","F","40000.00",1,"Graduate Degree","Skilled Manual",1,"2022-03-04","1-2 Miles","Gabriella D Watson",87,"Oregon City","Oregon","United States","97045"
22334,612,"AW00022334","1977-05-20","M","M","60000.00",0,"Graduate Degree","Skilled Manual",0,"2022-02-23","1-2 Miles","Juan Serrano",47,"Burien","Washington","United States","98168"
22335,623,"AW00022335","1977-11-20","M","M","60000.00",0,"Graduate Degree","Skilled Manual",0,"2022-03-11","1-2 Miles","Anthony F Taylor",46,"Kirkland","Washington","United States","98033"
22336,302,"AW00022336","1977-10-31","M","M","60000.00",0,"Graduate Degree","Skilled Manual",0,"2022-03-26","1-2 Miles","Frank E Moreno",46,"Burlingame","California","United States","94010"
22337,310,"AW00022337","1958-10-01","M","F","20000.00",2,"High School","Manual",2,"2022-10-14","1-2 Miles","Haley L Jenkins",65,"Colma","California","United States","94014"
22338,314,"AW00022338","1964-03-22","M","M","20000.00",2,"High School","Manual",2,"2022-02-02","1-2 Miles","Thomas Russell",60,"Daly City","California","United States","94015"
22339,634,"AW00022339","1959-05-02","M","M","20000.00",2,"High School","Manual",2,"2022-08-01","1-2 Miles","Richard Nelson",65,"Redmond","Washington","United States","98052"
22340,368,"AW00022340","1959-04-01","M","M","20000.00",2,"High School","Manual",2,"2022-09-02","1-2 Miles","Isaac Young",65,"Santa Cruz","California","United States","95062"
22341,542,"AW00022341","1959-05-16","M","M","20000.00",2,"High School","Manual",2,"2023-01-27","0-1 Miles","Tristan A Washington",65,"Lake Oswego","Oregon","United States","97034"
22342,612,"AW00022342","1965-09-30","M","M","20000.00",3,"Partial High School","Clerical",2,"2022-10-01","1-2 Miles","Jon M Lal",58,"Burien","Washington","United States","98168"
22343,641,"AW00022343","1960-01-04","M","F","30000.00",1,"High School","Clerical",1,"2022-04-04","1-2 Miles","Brittany C Powell",64,"Spokane","Washington","United States","99202"
22344,307,"AW00022344","1960-06-22","M","F","30000.00",1,"High School","Clerical",1,"2022-05-28","1-2 Miles","Krystal Yang",64,"Chula Vista","California","United States","91910"
22345,368,"AW00022345","1961-01-14","M","F","30000.00",2,"High School","Skilled Manual",2,"2022-02-17","1-2 Miles","Amanda R James",63,"Santa Cruz","California","United States","95062"
22346,300,"AW00022346","1971-09-30","M","F","40000.00",1,"Partial College","Clerical",1,"2022-03-01","1-2 Miles","Catherine S Howard",52,"Beverly Hills","California","United States","90210"
22347,383,"AW00022347","1967-02-13","M","F","30000.00",2,"High School","Skilled Manual",2,"2022-09-18","0-1 Miles","Abigail F Long",57,"West Covina","California","United States","91791"
22348,347,"AW00022348","1961-12-29","M","F","30000.00",2,"High School","Skilled Manual",2,"2022-05-26","1-2 Miles","Zoe E Torres",62,"Novato","California","United States","94947"
22349,62,"AW00022349","1967-10-18","M","M","30000.00",2,"High School","Skilled Manual",2,"2022-08-17","1-2 Miles","Mason J Morris",56,"Royal Oak","British Columbia","Canada","V8X"
22350,637,"AW00022350","1961-12-04","M","F","30000.00",2,"High School","Skilled Manual",2,"2022-10-19","1-2 Miles","Riley M Powell",62,"Seattle","Washington","United States","98104"
22351,612,"AW00022351","1962-03-12","M","F","30000.00",2,"High School","Skilled Manual",2,"2022-06-19","0-1 Miles","Sarah V Davis",62,"Burien","Washington","United States","98168"
22352,334,"AW00022352","1963-06-04","M","F","30000.00",2,"High School","Skilled Manual",2,"2022-09-07","0-1 Miles","Elizabeth J Moore",61,"Lakewood","California","United States","90712"
22353,55,"AW00022353","1962-09-04","M","F","30000.00",2,"High School","Skilled Manual",2,"2022-07-20","1-2 Miles","Amanda Allen",61,"Newton","British Columbia","Canada","V2L3W8"
22354,71,"AW00022354","1962-08-31","M","F","30000.00",2,"High School","Skilled Manual",2,"2022-07-06","0-1 Miles","Sara King",61,"Westminster","British Columbia","Canada","V3L 1H4"
22355,311,"AW00022355","1979-04-20","M","M","30000.00",2,"High School","Skilled Manual",2,"2022-06-04","0-1 Miles","Logan Jones",45,"Concord","California","United States","94519"
22356,325,"AW00022356","1962-08-26","M","M","30000.00",2,"High School","Skilled Manual",2,"2023-01-26","1-2 Miles","Charles Ward",61,"Glendale","California","United States","91203"
22357,316,"AW00022357","1979-01-13","M","M","30000.00",2,"High School","Skilled Manual",2,"2023-01-14","1-2 Miles","Justin Lal",45,"El Cajon","California","United States","92020"
22358,316,"AW00022358","1963-02-05","M","F","40000.00",1,"Partial College","Clerical",1,"2022-05-22","0-1 Miles","Sydney L Butler",61,"El Cajon","California","United States","92020"
22359,68,"AW00022359","1969-10-22","S","M","40000.00",2,"Partial College","Clerical",1,"2022-05-03","0-1 Miles","Ethan J Lee",54,"Vancouver","British Columbia","Canada","V7L 4J4"
22360,612,"AW00022360","1963-07-13","S","M","40000.00",2,"Partial College","Clerical",1,"2022-07-27","0-1 Miles","Caleb Collins",60,"Burien","Washington","United States","98168"
22361,343,"AW00022361","1964-04-19","M","M","40000.00",2,"Partial College","Clerical",1,"2022-06-23","0-1 Miles","Nathan G White",60,"National City","California","United States","91950"
22362,312,"AW00022362","1964-05-12","M","M","80000.00",5,"Graduate Degree","Skilled Manual",0,"2022-09-10","0-1 Miles","Austin Russell",60,"Coronado","California","United States","92118"
22363,50,"AW00022363","1969-04-17","S","F","80000.00",5,"Graduate Degree","Skilled Manual",0,"2022-06-26","1-2 Miles","Faith M Diaz",55,"Haney","British Columbia","Canada","V2W 1W2"
22364,360,"AW00022364","1964-03-19","M","F","80000.00",5,"Graduate Degree","Skilled Manual",0,"2022-07-18","1-2 Miles","Katherine E Jenkins",60,"San Francisco","California","United States","94109"
22365,361,"AW00022365","1963-08-30","M","M","80000.00",5,"Graduate Degree","Skilled Manual",0,"2022-02-07","0-1 Miles","Sebastian C Richardson",60,"San Gabriel","California","United States","91776"
22366,66,"AW00022366","1964-01-13","M","M","80000.00",4,"Graduate Degree","Skilled Manual",0,"2022-08-06","0-1 Miles","Logan C Henderson",60,"Sooke","British Columbia","Canada","V0"
22367,352,"AW00022367","1964-04-11","S","F","80000.00",4,"Graduate Degree","Skilled Manual",0,"2022-04-26","1-2 Miles","Jasmine Griffin",60,"Palo Alto","California","United States","94303"
22368,633,"AW00022368","1975-09-19","S","M","40000.00",2,"Partial College","Clerical",1,"2022-03-22","1-2 Miles","Edward Ross",48,"Puyallup","Washington","United States","98371"
22369,302,"AW00022369","1964-11-01","M","M","60000.00",4,"Graduate Degree","Skilled Manual",0,"2022-06-11","1-2 Miles","Louis D Deng",59,"Burlingame","California","United States","94010"
22370,334,"AW00022370","1964-11-07","S","F","60000.00",4,"Graduate Degree","Skilled Manual",0,"2022-12-26","1-2 Miles","Carol L Patterson",59,"Lakewood","California","United States","90712"
22371,55,"AW00022371","1978-04-13","S","M","50000.00",0,"Graduate Degree","Skilled Manual",0,"2022-07-28","0-1 Miles","Blake J Powell",46,"Newton","British Columbia","Canada","V2L3W8"
22372,361,"AW00022372","1978-02-22","S","F","50000.00",0,"Graduate Degree","Skilled Manual",0,"2022-03-07","1-2 Miles","Melanie Perry",46,"San Gabriel","California","United States","91776"
22373,60,"AW00022373","1979-03-24","S","F","40000.00",0,"Graduate Degree","Skilled Manual",0,"2020-06-20","1-2 Miles","Gabrielle Bell",45,"Port Hammond","British Columbia","Canada","V6B 3P7"
22374,618,"AW00022374","1978-09-01","M","M","40000.00",0,"Graduate Degree","Skilled Manual",0,"2022-03-27","1-2 Miles","Luke Patterson",45,"Issaquah","Washington","United States","98027"
22375,335,"AW00022375","1979-03-26","S","F","40000.00",1,"Graduate Degree","Skilled Manual",0,"2022-09-12","1-2 Miles","Jasmine T Williams",45,"Lemon Grove","California","United States","91945"
22376,542,"AW00022376","1977-09-15","S","M","50000.00",1,"Graduate Degree","Skilled Manual",0,"2022-06-14","1-2 Miles","Marcus R Martin",46,"Lake Oswego","Oregon","United States","97034"
22377,183,"AW00022377","1978-03-08","S","M","10000.00",1,"Graduate Degree","Manual",0,"2022-10-13","0-1 Miles","Roger Zeng",46,"Orleans","Loiret","France","45000"
22378,219,"AW00022378","1967-08-14","S","F","10000.00",1,"Graduate Degree","Manual",0,"2022-04-08","0-1 Miles","Rebekah G Malhotra",56,"Suresnes","Hauts de Seine","France","92150"
22379,224,"AW00022379","1973-07-13","S","M","10000.00",1,"Graduate Degree","Manual",0,"2022-10-30","0-1 Miles","Fernando G Hayes",50,"Tremblay-en-France","Seine Saint Denis","France","93290"
22380,126,"AW00022380","1968-02-20","S","M","10000.00",1,"Graduate Degree","Manual",0,"2022-04-03","0-1 Miles","Brendan C Nath",56,"Berlin","Hessen","Germany","14129"
22381,120,"AW00022381","1967-09-20","M","M","10000.00",1,"Graduate Degree","Manual",0,"2022-05-18","0-1 Miles","Hunter B Patterson",56,"Hof","Bayern","Germany","95010"
22382,250,"AW00022382","1968-05-25","S","F","20000.00",1,"Graduate Degree","Clerical",0,"2023-01-09","0-1 Miles","Bethany F Xu",56,"London","England","United Kingdom","SW6 SBY"
22383,261,"AW00022383","1973-02-17","M","M","20000.00",1,"Graduate Degree","Clerical",0,"2022-08-01","0-1 Miles","Devin Jenkins",51,"Newcastle upon Tyne","England","United Kingdom","NT20"
22384,121,"AW00022384","1967-03-27","S","F","10000.00",1,"Bachelors","Manual",0,"2022-06-25","0-1 Miles","Paige A Sanchez",57,"Ingolstadt","Bayern","Germany","85049"
22385,230,"AW00022385","1967-06-14","M","F","20000.00",1,"Graduate Degree","Clerical",0,"2022-09-11","0-1 Miles","Misty L Lal",57,"Berkshire","England","United Kingdom","RG11 5TP"
22386,174,"AW00022386","1940-09-11","M","M","20000.00",1,"Graduate Degree","Clerical",0,"2022-09-20","0-1 Miles","Jerome A Gill",83,"Saarbrücken","Saarland","Germany","66001"
22387,173,"AW00022387","1942-05-19","M","F","20000.00",1,"Graduate Degree","Clerical",0,"2022-10-15","0-1 Miles","Audrey S Romero",82,"Poing","Saarland","Germany","66041"
22388,241,"AW00022388","1941-11-13","M","M","20000.00",1,"Graduate Degree","Clerical",0,"2022-03-25","0-1 Miles","Bradley L Beck",82,"Kirkby","England","United Kingdom","KB9"
22389,121,"AW00022389","1963-03-15","M","M","20000.00",1,"Bachelors","Clerical",0,"2023-01-12","0-1 Miles","Edwin S Luo",61,"Ingolstadt","Bayern","Germany","85049"
22390,176,"AW00022390","1962-08-02","M","M","20000.00",1,"Bachelors","Clerical",0,"2022-07-13","0-1 Miles","Kelvin A Zheng",61,"Stuttgart","Saarland","Germany","70452"
22391,175,"AW00022391","1959-12-03","M","F","10000.00",2,"Partial College","Manual",1,"2022-12-16","0-1 Miles","Angela M Watson",64,"Saarlouis","Saarland","Germany","66740"
22392,220,"AW00022392","1965-05-10","M","F","10000.00",2,"Partial College","Manual",1,"2022-06-05","0-1 Miles","Bailey A Gray",59,"Bobigny","Seine Saint Denis","France","93000"
22393,150,"AW00022393","1965-03-12","S","F","10000.00",2,"Partial College","Manual",1,"2022-01-17","0-1 Miles","Chelsea K Perez",59,"München","Hamburg","Germany","80074"
22394,222,"AW00022394","1942-12-04","S","F","20000.00",1,"Graduate Degree","Clerical",0,"2023-01-25","0-1 Miles","Meagan D Suri",81,"Pantin","Seine Saint Denis","France","93500"
22395,196,"AW00022395","1943-11-22","S","M","20000.00",1,"Bachelors","Clerical",0,"2022-05-31","0-1 Miles","Jermaine E Patel",80,"Paris","Seine (Paris)","France","75007"
22396,274,"AW00022396","1952-08-24","S","F","30000.00",1,"Bachelors","Clerical",0,"2022-08-10","0-1 Miles","Rebekah R Patel",71,"West Sussex","England","United Kingdom","RH15 9UD"
22397,215,"AW00022397","1948-02-02","M","F","10000.00",2,"Partial College","Manual",1,"2022-05-28","0-1 Miles","Marie Patel",76,"Colombes","Hauts de Seine","France","92700"
22398,132,"AW00022398","1947-09-09","M","F","20000.00",1,"Partial College","Manual",0,"2022-01-26","0-1 Miles","Sheila C Moreno",76,"Hamburg","Hessen","Germany","22001"
22399,9,"AW00022399","1985-07-05","S","M","10000.00",0,"Partial College","Manual",1,"2021-05-17","1-2 Miles","Arthur J Fernandez",39,"Milsons Point","New South Wales","Australia","2061"
22400,38,"AW00022400","1985-11-16","M","M","10000.00",0,"Partial College","Manual",1,"2021-04-30","0-1 Miles","Ruben Martin",38,"South Melbourne","Victoria","Australia","3205"
22401,26,"AW00022401","1985-07-07","M","M","10000.00",0,"Partial College","Manual",1,"2021-05-17","2-5 Miles","Ian J Price",39,"Rockhampton","Queensland","Australia","4700"
22402,26,"AW00022402","1986-03-10","M","M","10000.00",0,"Partial College","Manual",1,"2021-05-10","2-5 Miles","Clarence Xie",38,"Rockhampton","Queensland","Australia","4700"
22403,5,"AW00022403","1984-08-20","M","M","10000.00",0,"Partial College","Manual",1,"2022-05-05","2-5 Miles","Cedric L Beck",39,"Lane Cove","New South Wales","Australia","1597"
22404,31,"AW00022404","1986-05-06","S","F","10000.00",0,"Partial College","Manual",1,"2021-05-28","0-1 Miles","Margaret T Xu",38,"Hobart","Tasmania","Australia","7001"
22433,273,"AW00022433","1976-02-12","S","M","20000.00",0,"Partial College","Manual",1,"2022-08-30","2-5 Miles","Miguel C Hill",48,"Watford","England","United Kingdom","WA3"
22405,28,"AW00022405","1984-03-20","M","M","10000.00",0,"Partial College","Manual",1,"2022-05-07","2-5 Miles","Leonard C Becker",40,"Cloverdale","South Australia","Australia","6105"
22406,7,"AW00022406","1983-05-12","M","M","10000.00",0,"High School","Manual",2,"2021-05-27","0-1 Miles","Kelvin Shen",41,"Malabar","New South Wales","Australia","2036"
22407,6,"AW00022407","1985-04-17","M","F","10000.00",1,"High School","Manual",0,"2021-05-19","2-5 Miles","Carolyn H Gonzalez",39,"Lavender Bay","New South Wales","Australia","2060"
22408,38,"AW00022408","1985-03-05","S","M","10000.00",1,"High School","Manual",0,"2021-05-10","1-2 Miles","Clarence Shan",39,"South Melbourne","Victoria","Australia","3205"
22409,25,"AW00022409","1985-02-11","S","F","20000.00",0,"Bachelors","Clerical",0,"2021-05-21","0-1 Miles","Candace Madan",39,"Hervey Bay","Queensland","Australia","4655"
22410,25,"AW00022410","1984-02-13","S","F","20000.00",0,"Bachelors","Clerical",0,"2021-05-05","0-1 Miles","Cassandra M Arthur",40,"Hervey Bay","Queensland","Australia","4655"
22411,19,"AW00022411","1984-05-04","S","F","20000.00",0,"Bachelors","Clerical",0,"2021-05-24","0-1 Miles","Amy He",40,"Wollongong","New South Wales","Australia","2500"
22412,35,"AW00022412","1983-04-03","M","M","20000.00",0,"Bachelors","Clerical",0,"2021-04-30","0-1 Miles","Drew K Andersen",41,"Melbourne","Victoria","Australia","3000"
22413,204,"AW00022413","1949-06-25","M","F","20000.00",1,"Partial College","Manual",0,"2022-12-23","1-2 Miles","Kristi J Diaz",75,"Paris","Seine (Paris)","France","75019"
22414,132,"AW00022414","1960-02-01","S","M","20000.00",2,"Partial College","Manual",1,"2022-01-08","1-2 Miles","Eugene P Wu",64,"Hamburg","Hessen","Germany","22001"
22415,161,"AW00022415","1948-07-15","S","F","30000.00",1,"Bachelors","Clerical",0,"2022-01-07","0-1 Miles","Natalie Phillips",75,"Solingen","Nordrhein-Westfalen","Germany","42651"
